 -73.898   35.411   28.393  -98.001  -30.154   61.333 -2.117  1.234
 -66.940   33.022   25.750  -67.222  -23.335   40.213 -1.525  1.048
 -69.796   34.849   29.204  -88.608  -32.595   63.865 -2.105  1.236
 -67.976   32.848   26.961  -77.378  -42.335   52.543 -1.646  1.092
  25.526  -57.005    7.962  -55.394  183.867  -90.503 -1.504  1.061
 -69.631   40.425   25.250  -96.050  -11.107   55.191 -1.941  1.189
 -60.100   24.801   26.078  -43.605  -57.741   30.009 -1.490  1.045
 -21.551   31.203    4.878 -202.148  147.795  147.811 -1.855  1.169
 -67.416   31.463   27.219  -73.065  -28.222   45.432 -2.202  1.273
 -72.030   42.015   30.922  -95.249  -12.912   66.375 -1.938  1.188
  55.658 -111.823   38.354   19.675  -37.493   -7.427 -1.512  1.072
 -68.938   34.384   27.017  -74.300  -31.399   47.116 -1.872  1.172
 -67.772   38.487   27.610  -79.034  -27.459   55.205 -2.185  1.279
 -54.906   30.552   21.736 -157.563    6.843  102.557 -2.268  1.305
 -70.137   21.279   25.721   -3.360  -67.414   11.731 -1.773  1.154
 -55.367   -1.012   19.824  108.916  -83.487  -26.145 -1.782  1.149
 -66.447   33.751   28.448  -68.733  -35.054   47.017 -2.439  1.361
 -67.227   43.761   26.668  -93.565  -17.666   67.068 -2.169  1.277
 -59.275   40.765   28.183 -106.336   -3.697   74.226 -1.749  1.141
 -59.059    6.303   23.944   68.085  -83.073  -32.232 -2.525  1.391
  -9.518   19.760   -0.945 -238.134  231.700  154.698 -1.514  1.084
 -67.707   32.246   26.561  -42.261  -41.764   34.727 -2.163  1.278
 -67.519   34.035   27.672  -73.765  -32.070   44.736 -2.020  1.231
 -54.830    4.336   20.802   91.174  -99.873  -36.884 -2.079  1.253
 -67.799   33.599   27.315  -70.573  -49.328   45.432 -2.400  1.354
 -67.048   33.098   27.326  -67.291  -34.871   49.794 -1.686  1.134
 -63.363   36.017   28.149 -106.938  -14.375   71.942 -2.606  1.421
 -65.429   30.122   25.930  -59.999  -35.761   44.785 -2.479  1.381
   0.769    9.958  -10.180 -255.155  302.018   83.158 -1.996  1.228
 -67.277   10.630   26.870   31.324  -75.724   -2.494 -1.615  1.107
 -72.271   33.696   29.252  -86.684  -28.989   58.088 -1.989  1.229
 -29.423  -14.136   12.423  209.244  -33.366 -111.915 -1.916  1.206
 -67.607   33.189   27.652  -65.748  -28.689   51.870 -1.574  1.100
 -34.573   38.709   11.728 -180.362   98.339  122.919 -1.532  1.089
 -39.480   42.347   17.675 -163.722   76.129   90.927 -1.601  1.120
 -68.106   32.840   28.053  -76.252  -38.816   55.411 -2.006  1.233
 -50.893   -5.628   17.634  128.628  -85.105  -42.715 -1.523  1.088
 -70.600   35.231   27.070  -83.544  -32.908   48.379 -1.890  1.205
 -71.648   37.433   30.075  -90.140  -25.931   70.674 -1.822  1.184
 -68.049   33.451   25.802  -72.756  -33.532   54.094 -2.083  1.261
 -54.209   40.009   22.192 -138.339   20.531   90.063 -1.811  1.183
 -68.755   34.427   28.217  -68.621  -32.692   52.239 -1.846  1.187
 -65.647   27.490   31.912  -18.183  -62.726   12.935 -1.741  1.156
 -65.555   32.690   25.795  -71.755  -35.136   48.571 -1.802  1.184
 -68.735   33.478   28.481  -69.725  -30.466   47.972 -1.446  1.071
 -67.641   33.108   27.381  -76.263  -43.633   54.735 -1.506  1.101
 -72.861   33.431   21.530  -88.010  -43.931   49.251 -1.736  1.166
 -69.416   23.924   29.942  -29.918  -63.626   24.192 -2.155  1.293
 -65.234   31.832   24.955  -67.719  -37.782   48.954 -1.655  1.135
 -67.630   30.563   31.263  -51.046  -39.272   36.478 -2.332  1.351
 -54.712   15.654   18.164 -185.797  -25.399  101.085 -1.989  1.244
 -67.880   34.132   28.451  -64.992  -30.894   53.567 -2.149  1.294
 -29.346   33.752    8.828 -188.444  112.578  147.550 -1.973  1.234
 -65.313   27.539   25.318  -47.365  -46.401   37.589 -2.054  1.261
 -68.079   33.924   27.898  -72.569  -28.730   46.451 -1.896  1.209
 -69.950   35.054   28.953  -90.892  -37.280   57.708 -1.718  1.167
 -66.614   34.437   27.114  -77.448  -35.111   55.193 -1.982  1.244
 -70.853    7.593   23.700   53.421  -74.146  -13.833 -2.132  1.292
 -58.120   42.966   22.585 -112.763    2.408   80.330 -1.642  1.145
 -69.385   37.634   28.622  -94.662  -26.483   65.308 -1.819  1.188
 -60.482    0.116   18.544   90.238  -82.523  -23.290 -2.136  1.289
 -30.790   40.142    8.254 -183.930  111.640  112.059 -2.502  1.412
 -20.129  -18.324    9.639  244.564   59.081 -128.151 -1.885  1.217
 -67.100   34.023   27.480  -76.323  -22.592   45.779 -1.639  1.146
 -57.255   41.323   26.428 -115.460    4.976   83.254 -1.741  1.167
 -67.783   33.244   28.300  -80.612  -37.096   58.882 -2.375  1.373
 -65.109   36.201   25.183 -104.907  -24.648   69.461 -2.119  1.294
 -66.506   17.589   25.858   20.930  -77.224   -3.393 -1.629  1.147
 -71.026   28.511   23.462  -63.045  -41.868   47.714 -1.951  1.242
  34.338   -9.021  -13.619  214.736  116.370  -52.152 -2.230  1.325
 -62.211   -3.401   22.189   80.734  -66.294  -28.308 -1.998  1.252
 -67.653   32.956   28.557  -77.063  -34.356   58.716 -1.657  1.145
 -75.050   20.944   22.529  -34.036  -57.697   32.701 -1.944  1.243
 -67.033   34.230   27.248  -73.445  -32.189   61.578 -2.452  1.404
 -71.043   19.488   28.004  -18.365  -71.200   20.237 -2.144  1.302
 -68.384   33.704   27.848  -76.069  -37.357   43.808 -2.583  1.448
 -52.649   41.158   18.626 -142.902   25.028   96.463 -2.066  1.278
 -67.685   25.670   30.101  -41.566  -57.359   37.335 -1.553  1.128
 -68.053   33.871   27.829  -67.983  -22.001   51.897 -1.553  1.128
  54.004  -84.521   59.795   51.824  -74.084   41.189 -2.229  1.330
 -67.501   24.484   32.340  -16.992  -66.362   14.075 -1.981  1.252
 -63.329   28.928   30.718  -58.884  -41.853   56.522 -1.981  1.252
 -71.277   35.579   22.833  -67.978  -28.805   42.007 -2.493  1.419
 -73.432   37.813   28.351  -96.984  -25.517   60.646 -2.603  1.456
 -67.918   33.300   27.275  -83.447  -34.843   39.602 -1.572  1.125
 -65.485   34.984   29.643  -53.930  -35.345   33.563 -1.691  1.161
 -30.357  -13.771   12.601  209.046  -46.012  -89.681 -2.322  1.361
 -26.173   42.035    7.605 -165.220  138.056  114.230 -1.864  1.212
 -47.187   40.069   18.864 -161.238   46.513   84.768 -1.797  1.193
 -55.479   39.651   18.983 -139.505   12.265   89.790 -1.952  1.242
  -1.670   11.061   -8.681 -285.000  283.025  101.070 -1.878  1.225
 -13.903 -124.266   47.257  -25.830   -6.297  -20.914 -1.878  1.225
 -65.564   30.387   24.495  -64.675  -41.511   46.310 -2.405  1.390
 -68.019   33.776   27.431  -81.317  -42.313   48.311 -1.602  1.138
 -68.923   27.315   30.843  -89.856  -20.983   60.539 -1.806  1.197
 -64.251   37.638   23.788 -111.682   -7.729   69.308 -2.031  1.269
 -70.961   25.284   27.398  -28.312  -54.143   17.200 -2.349  1.375
 -18.558   30.929   -0.435 -210.199  170.913  128.514 -1.693  1.176
 -67.144   34.321   27.068  -68.051  -38.965   52.665 -1.752  1.196
  30.941  -93.654   23.091  -37.636   88.461  -52.383 -2.491  1.422
 -59.680   36.855   25.392 -121.055    8.838   86.668 -2.112  1.298
 -57.603   40.955   28.376 -104.863   -3.191   86.154 -1.781  1.201
 -65.381   31.155   26.257  -60.648  -34.068   56.144 -1.781  1.201
 -67.056   38.310   28.001  -98.621  -12.536   62.966 -1.922  1.240
 -73.624   45.320   26.464 -104.071   -3.724   67.523 -2.119  1.307
 -59.414    7.274   21.182   80.878  -90.912  -17.574 -2.038  1.283
 -63.359   28.287   25.620  -53.573  -43.465   43.613 -1.647  1.156
 -63.990   29.531   24.858  -61.167  -41.954   39.913 -1.606  1.155
 -36.662   -8.503   14.669  177.613  -81.940  -89.268 -1.754  1.188
  -9.453   26.113   -6.823 -145.655  269.234   69.583 -2.101  1.305
 -75.499   12.742   29.571  -15.982  -56.945   15.660 -1.560  1.132
 -69.987   26.889   26.146    6.284  -67.623   35.028 -2.302  1.368
 -61.778   29.407   24.325  -49.267  -44.749   34.152 -1.927  1.253
 -67.736   33.607   27.039  -78.205  -34.653   45.452 -1.597  1.155
 -54.691   42.613   19.584 -132.751   24.610   90.933 -1.562  1.134
 -72.733   35.281   29.487  -91.631  -27.567   55.839 -2.048  1.286
 -55.960   39.041   24.889 -126.862   16.676   93.956 -2.127  1.311
 -61.693   42.924   30.669  -88.639   -6.397   69.767 -2.270  1.361
 -66.442   36.174   27.139  -75.048  -36.831   49.387 -2.059  1.290
 -52.248   47.408   18.643 -129.859   33.789   79.744 -1.695  1.182
  -4.326   20.023   -7.898 -102.577  332.379   74.663 -1.695  1.182
 -68.391   33.578   29.652  -68.470  -29.189   53.093 -1.593  1.156
 -63.545   32.259   27.770  -61.095  -37.521   49.208 -2.212  1.339
 -50.547   40.949   21.846 -140.587   43.909   93.908 -1.580  1.143
 -64.653   12.576   26.574   37.182  -80.779  -14.445 -2.041  1.288
 -64.246   31.376   24.716  -58.726  -38.013   46.272 -1.953  1.261
 -67.206   29.343   31.134  -25.917  -54.088   17.736 -2.120  1.313
 -73.256   36.339   29.816  -90.026  -25.435   65.042 -2.120  1.313
 -70.788   15.863   27.031    2.025  -70.880   23.109 -1.861  1.232
 -47.869   41.814   13.102 -161.210   55.179   89.922 -2.350  1.389
 -68.774   22.260   26.592   -0.958  -72.862   12.121 -2.307  1.371
 -32.556   30.767   12.324 -209.775   84.691  118.926 -2.207  1.341
 -68.600   38.125   27.799  -97.095  -22.826   66.744 -1.516  1.137
 -74.778    0.858   32.005    0.897  -55.166   14.333 -1.559  1.139
 -67.866   33.203   27.543  -72.859  -26.892   57.334 -1.747  1.204
 -70.509   37.066   24.385  -92.299  -25.267   63.674 -1.852  1.232
 -61.620    0.882   23.207   74.730  -85.705  -13.202 -1.575  1.157
 -67.674   33.410   27.197  -85.692  -29.884   49.732 -2.434  1.419
 -62.173    2.467   18.879   73.589  -89.980  -21.053 -2.302  1.373
 -61.632   36.992   27.493 -103.421  -15.469   80.979 -1.599  1.161
 -40.098   50.925   14.330 -133.770   79.094   93.698 -1.599  1.161
 -69.382   33.859   27.515  -71.988  -35.369   48.147 -1.599  1.161
 -68.008   33.577   27.384  -71.001  -22.043   52.244 -1.506  1.137
 -67.254   33.594   28.285  -73.069  -35.185   45.852 -1.939  1.263
 -61.952   35.682   24.372 -119.554  -14.893   79.516 -1.763  1.209
 -62.708   28.934   24.083  -54.462  -47.228   41.145 -1.473  1.117
 -64.865   35.462   26.427  -62.821  -38.302   48.985 -2.386  1.403
 -65.204   33.344   26.277  -72.352  -35.943   43.426 -2.514  1.450
 -66.703   40.122   25.982  -96.401   -7.295   62.689 -1.931  1.263
 -36.230   34.715    8.327 -202.533   81.578  114.585 -1.754  1.209
 -67.324   33.089   27.582  -73.151  -32.456   68.446 -1.754  1.209
 -66.442   26.298   25.556  -51.528  -47.127   36.465 -2.101  1.316
 -64.366   30.690   25.074  -64.554  -38.067   45.885 -1.497  1.139
 -64.598   28.628   26.182  -58.152  -38.844   39.612 -1.658  1.185
 -67.797   33.236   27.967  -75.470  -32.292   48.691 -2.190  1.345
 -70.301   22.996   26.732  -10.947  -65.532   22.210 -2.012  1.292
 -55.658   -0.696   20.382  106.220  -87.099  -23.949 -1.923  1.264
 -60.956   40.268   24.021   15.695  -86.640   27.664 -1.827  1.235
 -71.953   39.063   27.643  -90.777  -19.167   54.574 -1.676  1.189
 -66.494   32.867   27.246  -73.281  -37.120   57.009 -2.094  1.318
 -65.911   34.516   25.972 -109.524  -11.671   68.834 -1.509  1.142
 -73.405   41.025   29.668  -96.950  -14.426   68.513 -1.509  1.142
 -69.338   33.549   27.778  -70.166  -36.057   60.970 -1.487  1.140
 -68.107   33.904   27.151  -68.050  -40.214   52.997 -2.476  1.436
 -66.876   32.727   26.432  -75.152  -40.604   56.199 -2.183  1.346
 -42.523   47.391   10.742 -147.830   77.562   96.096 -2.378  1.407
 -66.528    8.971   22.698   45.018  -82.631    2.074 -1.819  1.235
 -65.101   42.110   25.356  -91.477  -15.316   70.106 -1.667  1.189
 -68.781   34.604   27.249  -71.463  -35.769   53.918 -1.667  1.189
 -67.470   33.136   27.983  -77.115  -35.088   56.032 -1.931  1.268
   0.682  -99.076   22.216  -14.959   98.007  -50.603 -2.281  1.381
 -70.313    4.641   25.523   32.353  -66.903   -5.440 -2.100  1.321
 -67.788   33.603   27.526  -74.473  -42.009   47.030 -1.727  1.211
 -62.151   36.372   23.625 -125.919    5.768   75.036 -1.829  1.239
 -44.121   43.899   18.050 -156.040   64.777   85.874 -1.579  1.167
 -56.850    3.322   23.803   83.641  -89.135  -34.667 -2.557  1.471
   4.729    6.107  -11.173 -247.373  328.197   75.405 -1.719  1.211
 -52.849   -1.501   22.097  107.416  -85.776  -51.240 -2.369  1.412
 -68.073   32.769   27.105  -77.971  -47.517   50.487 -1.648  1.190
 -72.812   30.736   19.488  -97.223  -30.396   60.550 -1.569  1.167
 -68.982   34.580   21.193 -103.710  -14.238   64.163 -2.466  1.444
   7.717   -0.419  -10.035 -233.468  361.668   43.754 -1.638  1.191
 -21.426   32.104    5.818 -193.890  151.891  143.822 -2.463  1.447
 -51.113   29.468    7.479 -181.143   25.423  111.563 -2.551  1.479
 -76.673   16.228   23.448  -35.294  -57.758    8.243 -1.629  1.191
 -38.422  -11.757   13.341  191.243  -62.014  -53.431 -1.550  1.167
 -64.561   32.204   25.528  -57.546  -28.174   39.839 -1.540  1.168
 -67.106   29.681   28.249  -55.730  -41.075   38.243 -1.540  1.168
 -60.388   40.121   21.173 -122.367    5.349   77.557 -1.530  1.168
 -67.352   32.675   25.999  -74.963  -34.484   55.965 -1.530  1.168
 -65.979  -13.289   25.745   81.828  -46.209  -32.652 -1.544  1.173
  26.040   23.300   -0.289  110.078  205.713   26.807 -1.398  1.011
 -77.839   48.412   26.547  202.183  -36.096  -85.094 -1.393  1.036
 -14.680   24.649   -2.779 -244.206  181.027  133.340 -1.409  1.048
 -60.112   34.332   23.928 -131.313   12.284   77.313 -1.234  0.984
 -62.749   26.541   22.962  -53.956  -53.207   35.135 -1.301  1.024
 -18.176   28.422   -5.226 -220.484  188.871   82.658 -1.159  0.971
 -70.764   24.228   25.665  -18.715  -64.303   25.208 -1.144  0.970
 -65.222   32.769   26.170  -73.227  -34.792   46.514 -1.303  1.032
 -11.748   22.150   -4.029 -253.082  197.962  132.996 -1.292  1.032
 -66.326   36.598   26.575  -97.195  -29.974   62.051 -1.297  1.023
 -69.102   33.162   25.869  -43.011  -35.585   34.613 -1.171  0.987
 -63.135   25.703   23.300  -53.711  -51.095   38.058 -1.053  0.956
 -59.252   38.027   22.466 -128.995    8.893   87.577 -1.207  1.021
 -70.662   35.714   28.007  -79.079  -27.796   54.140 -1.207  1.021
 -67.391   38.037   25.402 -100.881  -15.022   60.285 -1.359  1.053
 -68.701   34.223   29.272  -72.229  -32.820   54.492 -1.209  1.007
 -63.911   30.187   25.601  -63.401  -43.986   44.236 -1.421  1.087
 -13.386  -10.940   -1.012  265.197  215.682  -32.671 -1.126  0.999
  52.054   49.266   -9.996  -93.405 -154.055   41.299 -1.115  0.999
 -58.772   -1.058   20.657   90.561  -77.325  -28.454 -0.975  0.945
 -70.217   13.484   24.944   18.689  -73.293    8.734 -1.428  1.084
 -43.219   40.123   13.694 -169.608   68.312  105.507 -1.267  1.036
 -47.080   48.710   18.337 -129.154   56.025   93.465 -1.120  0.991
 -60.054   35.366   26.077 -129.257    5.436   77.801 -1.114  1.008
 -73.415   43.571   27.325  -98.138   -7.548   67.579 -1.321  1.070
 -70.048   33.936   30.449  -84.945  -33.369   53.889 -1.218  1.040
 -73.485   17.452   30.058  -22.992  -55.547   21.411 -1.234  1.029
 -71.461   35.469   28.445  -78.296  -26.923   63.777 -1.454  1.109
 -66.444    9.825   25.045   40.014  -78.447    2.085 -1.456  1.111
 -46.424   27.873   16.417 -198.159   36.420   99.678 -0.896  0.930
 -68.514   34.388   29.168  -71.255  -24.393   54.063 -1.028  0.989
 -68.989   57.692  -15.253  186.103 -122.933   63.313 -0.883  0.931
 -64.445   31.392   24.937  -66.397  -41.531   48.432 -1.446  1.111
 -71.954   35.755   28.438  -91.068  -28.713   53.677 -1.180  1.020
 -68.457   33.541   27.033  -70.663  -26.635   44.492 -1.278  1.051
 -58.051  -16.924   25.760  111.840  -35.730  -53.454 -1.164  1.029
 -69.624   36.568   30.380  -82.786  -30.187   60.176 -1.031  0.976
 -70.452   21.266   27.026  -16.697  -66.685   22.835 -1.146  1.013
 -72.183   36.584   28.868  -82.372  -22.919   66.278 -1.233  1.056
 -68.481   33.789   28.564  -72.579  -24.460   51.158 -1.233  1.056
   1.953    7.745   -8.880 -281.760  311.527   78.086 -1.363  1.093
 -67.377   30.951   28.642  -79.042  -36.736   46.478 -1.256  1.048
 -68.049   33.565   27.389  -74.091  -45.110   49.825 -1.026  0.997
 -67.979   33.442   27.577  -72.377  -40.933   56.448 -1.370  1.097
 -51.826  -24.241   29.247  116.303    5.663  -62.327 -1.311  1.065
 -37.311   34.084    8.894 -195.383   84.410  114.419 -1.014  0.997
 -68.957   39.558   24.162  -97.195  -11.932   57.606 -1.360  1.097
 -65.111   29.958   23.862  -54.339  -42.914   49.037 -1.391  1.091
 -67.671   32.934   28.141  -72.112  -35.248   48.206 -1.094  1.003
 -67.240   33.675   27.182  -84.570  -27.401   48.640 -1.151  1.021
   2.287    6.341   -8.986 -298.685  299.529   93.401 -1.179  1.031
 -61.479   42.454   23.005 -112.575   12.391   68.171 -1.405  1.100
 -73.740   35.879   27.971  -89.747  -21.264   58.815 -1.057  0.996
 -68.112   32.610   29.205  -84.618  -35.100   50.514 -1.417  1.117
   8.378   -1.371  -10.329 -246.320  343.114    1.825 -0.940  0.962
 -73.478   40.255   29.017  -98.545  -17.453   64.080 -1.259  1.074
 -70.293   34.326   28.052  -80.287  -30.020   52.218 -1.259  1.074
 -31.175  -13.862   10.197  212.214  -40.924  -90.583 -1.385  1.097
  26.919 -112.100   49.577   -7.258  -14.492  -20.626 -1.220  1.047
 -61.983   35.444   22.089 -125.161   -9.712   79.708 -1.269  1.078
 -69.269   24.668   28.721  -23.748  -63.514   31.906 -1.304  1.074
 -67.251   18.344   28.249    9.090  -75.656    3.231 -1.144  1.043
 -67.727   33.200   27.452  -82.717  -38.437   55.023 -1.144  1.043
 -57.341   39.827   23.949 -124.265   14.218   86.979 -1.407  1.117
 -34.827   38.366   12.459 -176.307   92.068  130.181 -1.137  1.024
 -65.860   31.429   27.211  -69.925  -34.665   49.650 -1.315  1.079
 -66.049   33.813   28.361  -77.336  -30.816   54.715 -1.259  1.078
 -24.570   35.472    3.332 -189.501  145.358  132.735 -1.005  0.986
 -67.458   17.617   26.253   17.939  -77.044    4.823 -1.297  1.077
 -70.767   13.542   21.987   21.220  -76.341   18.341 -1.378  1.099
 -72.121   34.386   28.743  -90.083  -32.305   53.286 -1.397  1.120
 -59.605  -20.578   25.575  116.944  -26.817  -52.445 -0.926  0.986
 -67.818   33.511   27.149  -64.865  -39.334   51.445 -0.926  0.986
 -68.998   23.309   26.281    0.087  -68.898   14.244 -1.325  1.100
 -68.094    6.460   27.495   25.476  -76.338   -6.286 -1.215  1.054
 -67.882   33.720   27.169  -77.181  -33.510   42.788 -1.239  1.062
 -66.521   33.694   27.467  -73.084  -40.019   51.471 -1.130  1.029
 -49.907   42.944   24.072 -132.402   40.239   96.437 -1.409  1.123
   7.086   -0.923   -5.198  243.721  308.939 -115.821 -1.409  1.123
 -69.584   36.790   26.481  -92.505  -28.230   64.293 -1.214  1.054
 -11.451   19.320   -3.030 -262.931  183.555  141.482 -1.021  1.014
 -63.892   27.446   20.231    8.374  -85.865   -5.831 -1.182  1.064
 -67.398   33.021   27.243  -64.679  -38.114   57.334 -1.182  1.064
 -70.570    9.900   21.425   26.430  -76.704    5.425 -1.322  1.104
 -62.212    0.864   25.022   68.360  -78.798  -10.508 -1.166  1.059
 -66.948   32.919   27.959  -84.090  -31.908   52.868 -1.166  1.059
 -61.480   42.520   30.704  -89.348   -7.180   70.073 -1.489  1.148
 -57.607    4.982   20.969   86.056  -97.980  -18.503 -1.206  1.057
  19.393  -19.345  -10.518 -186.133  280.864  -74.885 -1.469  1.146
 -67.509   36.802   29.305  -84.923  -32.461   60.155 -1.172  1.064
  -5.245   20.559   -6.030 -169.134  296.075  126.234 -1.312  1.104
 -69.201   34.006   27.966  -87.876  -16.177   58.331 -0.914  0.972
 -59.875   38.142   25.166 -123.353    5.080   78.116 -1.001  0.998
 -67.121   38.521   26.126  -96.565  -15.417   67.692 -1.479  1.149
 -67.739   33.020   27.612  -76.173  -34.420   47.393 -1.479  1.149
 -67.803   33.503   27.358  -83.915  -48.197   54.247 -1.126  1.035
 -40.959   40.150   11.564 -176.467   64.923  105.117 -1.035  1.028
 -68.301   33.888   26.926  -76.391  -34.625   51.661 -1.035  1.028
 -67.947   33.934   28.081  -79.615  -37.261   51.447 -1.035  1.028
 -72.908   40.959   27.127  -99.275  -15.844   62.503 -1.302  1.104
   1.929  -13.951   -1.892  -65.188  349.382 -168.335 -1.318  1.105
 -49.169   40.397   22.611 -142.737   42.970   99.791 -1.318  1.105
 -67.815   33.560   27.275  -77.482  -35.206   56.484 -1.318  1.105
 -45.145   44.508   19.245 -141.847   47.250  106.024 -1.124  1.036
 -55.149   38.365   19.224 -143.962   12.870   92.098 -1.221  1.081
   8.294   -2.781  -11.385 -222.231  350.002   19.810 -1.040  1.011
 -64.656   -0.057   25.000   59.263  -76.070  -10.372 -1.130  1.040
 -66.922   18.878   28.451   10.011  -73.353    1.550 -1.367  1.124
 -67.508   32.948   26.952  -69.170  -31.689   63.510 -0.875  0.965
 -67.440   36.735   28.253  -82.038  -30.572   48.939 -1.388  1.128
 -67.955   34.567   27.731  -77.699  -34.269   58.076 -1.458  1.149
 -64.287   13.264   24.451   41.632  -83.530   -7.978 -1.369  1.126
 -67.094   32.853   26.508  -82.377  -37.549   47.134 -1.220  1.084
 -72.875   38.281   29.203  -90.674  -18.857   66.696 -1.091  1.050
 -44.067   40.727   17.293 -159.182   59.351  104.716 -1.378  1.128
 -67.196   31.206   26.343  -77.170  -39.439   46.184 -1.378  1.128
 -68.850   36.361   25.320  -80.033  -31.274   48.554 -1.448  1.149
 -66.415   30.958   30.723  -34.936  -51.525   20.464 -1.075  1.046
 -67.589   33.395   27.181  -71.973  -42.421   41.259 -1.075  1.046
 -68.181   35.246   27.776  -72.408  -30.653   47.539 -1.209  1.085
  28.432    2.614   -8.318  210.171  184.565  -15.382 -1.080  1.050
 -68.708   28.853   29.816  -42.115  -46.861   32.240 -0.991  1.005
 -45.513   40.381   16.792 -159.648   51.517  106.671 -0.912  0.981
 -56.119   41.644   25.868 -122.261   18.292   83.952 -1.438  1.150
 -68.514   24.396   22.629    0.873  -75.891   13.974 -1.034  1.018
  22.565 -101.798   59.077  -23.647   52.930  -67.302 -1.213  1.086
 -67.395   36.983   28.142  -81.816  -31.727   47.826 -1.213  1.086
 -67.933   33.746   28.034  -84.102  -26.595   52.954 -1.213  1.086
 -68.120   33.530   27.158  -83.450  -37.279   48.233 -1.198  1.085
 -70.904   41.945   31.261  -97.186  -16.028   64.772 -1.275  1.106
 -68.223   32.445   27.208  -75.693  -34.574   43.461 -1.275  1.106
 -63.764   26.856   26.262  -55.554  -44.305   34.990 -1.453  1.153
 -71.166   35.987   27.545  -82.467  -23.220   52.151 -1.128  1.065
   3.216 -113.047   54.725  -14.224  -11.988  -19.072 -0.951  0.995
 -67.624   34.232   27.873  -69.244  -36.971   62.177 -0.951  0.995
 -67.177   33.446   27.099  -73.829  -30.663   41.195 -1.297  1.110
 -72.864   20.583   22.164  -16.269  -69.636   23.304 -1.282  1.110
 -31.232  -12.102   10.798  210.879  -52.182  -89.178 -1.024  1.019
 -72.061   25.994   23.699  -47.302  -48.124   41.129 -1.133  1.070
 -60.878   31.240   27.787  -53.747  -41.565   37.694 -1.117  1.065
 -73.476   36.883   29.610  -95.223  -25.544   64.462 -0.940  1.016
 -67.686   33.835   27.693  -62.875  -25.518   45.813 -0.940  1.016
 -60.623   31.685   23.948 -120.445   -8.767   94.792 -1.286  1.110
 -34.450   40.249    9.157 -177.655   97.894  117.405 -1.286  1.110
 -66.311   32.410   25.810  -76.831  -42.700   42.203 -1.286  1.110
 -38.858   45.736    6.293 -159.440  100.873   98.796 -1.345  1.129
 -67.697   34.220   26.986  -71.726  -41.090   57.051 -1.122  1.070
 -52.644   43.052   26.005 -119.893   22.389   93.271 -1.335  1.128
 -63.344   34.998   20.330 -129.053   -9.806   77.314 -1.335  1.128
 -74.591    7.989   27.810   -2.437  -62.255   -0.703 -1.026  1.024
 -67.578   33.473   27.265  -78.604  -26.137   42.797 -0.902  0.989
 -23.696   32.238    2.763 -207.602  137.848  136.473 -1.122  1.071
 -13.008   25.019   -5.480 -225.200  221.308  111.539 -1.122  1.071
 -67.101   30.516   29.551  -40.443  -48.711   27.965 -1.122  1.071
 -64.953   33.388   17.751 -140.449  -13.629   27.131 -0.945  1.002
 -66.881   33.100   26.458  -76.085  -41.354   56.528 -0.945  1.002
 -72.910    9.439   28.845    9.128  -63.640    5.339 -0.983  1.032
 -70.510   24.996   25.911  -27.733  -65.964   34.557 -1.264  1.110
 -67.923   36.153   27.249  -83.880  -34.576   51.647 -1.169  1.086
 -54.740   56.187   22.337  -31.629  -34.122   20.342 -0.946  1.004
